H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
19,11,3,11,2104.121,453.7331,1995.655,1000.642,2132.195,509.077,337.1358,64.16572,-137.5902,128.3314,268.3407,111.969,405.9309,62.70488,0
19,11,4,14,69.16949,51.27465,51.95618,55.22123,176.8451,138.1123,99.77578,26.07639,-48.51865,52.15279,75.51646,27.79823,124.0351,44.12677,0
19,11,5,3,228.1532,85.42589,219.4191,88.42376,350.4486,330.876,148.5174,36.36475,-19.90022,72.72949,138.5672,32.44471,158.4675,65.09163,0
19,11,6,13,27.83434,30.98564,11.18432,39.34217,55.0352,50.28544,63.80966,17.33946,-20.69221,34.67892,53.46355,22.24827,74.15576,26.60155,0
19,11,7,7,156.7726,73.2014,308.8804,121.3652,69.79618,91.77389,122.1689,26.14036,68.71028,52.28073,156.524,38.89184,87.81372,34.93851,0
19,11,8,19,,,,,,,,,,,,,,,
19,11,9,9,330.3543,264.2726,330.3543,264.2726,,,124.4714,54.80864,,,124.4714,54.80864,,,1
19,11,10,0,1184.238,506.2186,1526.739,727.2932,862.3861,705.0281,126.2309,44.87891,13.58942,89.75782,133.0257,66.4115,119.4362,60.38194,0
19,12,0,16,49.60012,68.97404,49.60012,68.97404,49.60012,68.97404,60.49385,24.89928,0,0,60.49385,35.21291,60.49385,35.21291,0
19,12,1,0,950.6482,261.3969,,,950.6482,261.3969,287.7502,45.42081,,,,,287.7502,45.42081,2
19,12,2,5,433.5405,142.9753,372.6927,167.4707,597.1078,274.5772,193.311,38.60048,-35.39133,77.20096,175.6153,46.81458,211.0067,61.38716,0
19,12,3,13,80.61803,74.88348,80.61803,74.88348,,,90.1535,32.45014,,,90.1535,32.45014,,,1
19,12,4,18,36.46415,24.68858,30.38948,31.54363,46.06963,39.66522,63.56783,15.86112,-10.34532,31.72224,58.39518,21.05685,68.74049,23.72572,0
19,12,5,0,118.3117,70.48748,94.62186,105.7125,137.2757,94.58225,104.846,26.41013,-10.79061,52.82026,99.4507,38.02225,110.2413,36.66454,0
19,12,6,18,623.0446,231.9601,,,623.0446,231.9601,197.0395,56.13396,,,,,197.0395,56.13396,2
19,12,7,1,237.7046,128.7146,1013.145,369.2653,130.4575,137.3273,156.785,41.90967,104.3769,83.81934,208.9734,72.36536,104.5965,42.29583,0
19,12,8,15,210.1776,179.0753,131.5264,237.1942,314.4296,273.0825,119.8367,37.65476,-20.04222,75.30952,109.8156,49.85019,129.8578,56.44894,0
19,12,9,14,221.8832,147.3962,266.2092,235.608,193.3795,188.9345,110.156,34.45824,6.858353,68.91649,113.5851,50.70714,106.7268,46.67191,0
19,12,10,7,286.8697,392.4039,286.8697,392.4039,,,118.866,57.07237,,,118.866,57.07237,,,1
19,13,0,11,80.603,66.45547,80.603,66.45547,80.603,66.45547,71.83035,26.03939,0,0,71.83035,36.82526,71.83035,36.82526,0
19,13,1,15,325.3304,91.78965,293.1198,123.9435,364.4538,136.5975,167.1032,27.94529,-18.40266,55.89057,157.9019,39.3446,176.3045,39.69582,0
19,13,2,3,72.66128,32.95636,79.16133,38.58543,55.13059,63.36718,82.16261,18.55845,6.425415,37.1169,85.37531,22.34021,78.9499,29.64084,0
19,13,3,18,0.3463909,114.5065,145.4297,219.8624,-53.65349,134.1339,103.9098,32.17233,46.10876,64.34467,126.9642,52.69963,80.85539,36.91863,0
19,13,4,13,207.5424,164.7343,,,207.5424,164.7343,130.1489,48.00259,,,,,130.1489,48.00259,2
19,13,5,14,1062.854,351.0752,,,1062.854,351.0752,238.2683,69.4445,,,,,238.2683,69.4445,2
19,13,6,11,70.1694,56.13527,158.4457,188.3331,61.56207,58.80835,98.38219,28.34797,39.49971,56.69593,118.132,48.88815,78.63234,28.71199,0
19,13,7,3,56.7193,39.38346,75.23444,71.67176,48.71045,47.13786,78.39389,20.39785,14.89614,40.7957,85.84196,31.66235,70.94582,25.72517,0
19,13,8,12,96.42705,54.20058,182.7665,105.4701,65.4434,63.18167,95.37738,24.32991,35.5528,48.65982,113.1538,38.71741,77.60098,29.47439,0
19,13,9,13,544.8073,303.2203,528.9503,391.9196,568.4525,478.5849,135.5731,44.84508,3.316132,89.69016,137.2311,62.84557,133.915,63.99031,0
19,14,0,7,85.41359,103.0598,85.41359,103.0598,85.41359,103.0598,75.32278,30.68107,0,0,75.32278,43.38959,75.32278,43.38959,0
19,14,1,7,327.261,163.7057,,,327.261,163.7057,161.5584,47.52827,,,,,161.5584,47.52827,2
19,14,2,0,465.4743,229.7069,880.3133,404.1606,267.5273,279.1828,190.0254,48.42949,81.72929,96.85898,230.8901,75.79121,149.1608,60.31048,0
19,14,3,8,43.10194,26.66128,19.91739,42.81007,57.7917,34.07643,66.08659,16.06259,-14.63786,32.12518,58.76766,23.67653,73.40553,21.71288,0
19,14,4,3,414.931,263.2522,194.8,439.1456,538.4099,328.9002,161.5627,47.23022,-35.97508,94.46044,143.5752,66.0741,179.5503,67.50547,0
19,14,5,11,173.9681,114.837,138.3264,198.5339,191.8888,140.7773,117.6408,33.00182,-7.063141,66.00363,114.1092,48.83241,121.1723,44.40579,0
19,14,6,10,746.813,219.7831,616.6116,342.8515,837.6433,286.361,187.5829,45.67663,-52.15456,91.35326,161.5056,66.2858,213.6602,62.86183,0
19,14,7,15,60.18946,46.83331,76.51327,60.64109,36.06255,73.72372,76.6448,21.00908,9.671997,42.01815,81.4808,29.2142,71.8088,30.20027,0
19,14,8,15,224.4304,131.5224,130.7899,154.6096,469.6327,250.1882,122.0941,35.91954,-43.35798,71.83908,100.4152,43.03662,143.7731,57.52133,0
19,14,9,16,156.0471,96.94592,142.6159,101.72,289.1422,320.2053,105.7767,32.47599,-11.66322,64.95197,99.94513,37.54828,111.6083,52.99892,0
19,15,0,5,371.9486,154.4068,371.9486,154.4068,371.9486,154.4068,163.8489,37.76729,0,0,163.8489,53.41101,163.8489,53.41101,0
19,15,1,8,221.8427,79.40561,288.7129,153.4441,197.3857,92.79719,140.172,29.0457,20.62268,58.0914,150.4834,46.39938,129.8607,34.95294,0
19,15,2,4,181.6217,160.8075,181.6217,160.8075,,,125.0267,47.15833,,,125.0267,47.15833,,,1
19,15,3,7,184.7762,90.65427,191.769,100.1384,153.0172,213.4072,125.2266,31.80689,3.200676,63.61378,126.8269,37.12831,123.6262,51.65464,0
19,15,4,14,663.4655,298.5312,663.4655,298.5312,,,182.0691,64.86521,,,182.0691,64.86521,,,1
19,15,5,9,309.9364,128.8741,249.5664,200.3048,352.5782,168.3444,143.7812,35.54387,-25.10066,71.08774,131.2309,51.80409,156.3316,48.68062,0
19,15,6,11,327.3919,316.1057,,,327.3919,316.1057,142.5098,61.32182,,,,,142.5098,61.32182,2
19,15,7,5,173.769,152.9792,65.01173,339.2665,201.525,171.3921,109.3326,34.6495,-7.811714,69.299,105.4267,51.16692,113.2385,46.73646,0
19,15,8,12,21.01402,139.3547,-3.776736,142.9849,490.7279,622.389,97.93458,34.65805,-36.73198,69.3161,79.56859,37.03187,116.3006,58.5949,0
19,15,9,2,266.7511,139.7768,363.1158,254.5737,225.1624,167.2408,124.9198,36.50466,13.19524,73.00932,131.5174,55.75362,118.3222,47.13699,0
19,16,0,9,384.8034,164.1963,384.8034,164.1963,384.8034,164.1963,164.8105,39.44767,-0,0,164.8105,55.78743,164.8105,55.78743,0
19,16,1,18,411.7194,157.3761,446.1835,203.1834,360.0378,248.8121,170.2694,39.56452,22.42439,79.12904,181.4816,52.80969,159.0572,58.92827,0
19,16,2,6,404.6696,130.8433,483.5776,346.5349,391.5498,141.3027,163.4919,38.55422,-19.4575,77.10844,153.7631,65.10967,173.2206,41.30909,0
19,16,3,14,140.7998,77.48111,106.2611,83.35477,360.2854,210.1262,122.2563,32.09199,-52.79901,64.18398,95.8568,34.26288,148.6558,54.27374,0
19,16,4,10,171.4162,124.111,81.6863,149.0135,374.6308,224.251,127.3977,35.23005,-53.71008,70.4601,100.5426,42.64095,154.2527,56.09256,0
19,16,5,1,145.446,92.4034,268.9884,480.2381,140.6964,94.16291,122.0225,37.21155,28.56311,74.4231,136.304,64.811,107.7409,36.58324,0
19,16,6,2,340.3951,156.0853,374.9429,270.8252,323.2124,190.9965,136.0534,38.54745,-1.741089,77.0949,135.1828,57.41576,136.9239,51.44953,0
19,16,7,4,236.7528,163.2356,138.3626,200.4253,430.6012,281.3247,118.5919,37.03931,-30.0693,74.07863,103.5573,46.48487,133.6266,57.67842,0
19,16,8,17,350.2897,241.2099,336.6265,257.3683,448.966,691.6464,118.296,39.6636,7.575874,79.32719,122.084,53.88545,114.5081,58.21651,0
19,17,0,3,414.0712,265.8965,414.0712,265.8965,414.0712,265.8965,134.114,51.1383,0,0,134.114,72.32048,134.114,72.32048,0
19,17,1,3,262.7564,91.57006,,,262.7564,91.57006,148.0697,31.83522,,,,,148.0697,31.83522,2
19,17,2,8,236.3622,108.8056,304.136,134.7276,109.2645,184.4992,131.2001,31.72109,42.69737,63.44217,152.5488,42.56422,109.8514,47.04462,0
19,17,3,13,47.99146,74.61527,47.99146,74.61527,,,77.87304,31.30581,,,77.87304,31.30581,,,1
19,17,4,4,224.6344,681.0743,224.6344,681.0743,,,133.0246,66.10735,,,133.0246,66.10735,,,1
19,17,5,2,358.9138,205.2154,,,358.9138,205.2154,134.8923,52.65005,,,,,134.8923,52.65005,2
19,17,6,8,19.00891,235.2929,19.00891,235.2929,,,94.54572,45.10398,,,94.54572,45.10398,,,1
19,17,7,6,150.3469,97.85939,150.3469,97.85939,,,104.0251,37.13024,,,104.0251,37.13024,,,1
19,17,8,2,327.3791,107.331,499.3893,155.2908,170.0546,148.5138,147.2647,30.55784,78.45994,61.11569,186.4947,42.55719,108.0347,43.86357,0
19,18,0,9,485.9019,319.9897,485.9019,319.9897,485.9019,319.9897,144.6463,55.82562,-0,0,144.6463,78.94935,144.6463,78.94935,0
19,18,1,19,60.17777,53.02623,60.17777,53.02623,,,76.47089,27.32834,,,76.47089,27.32834,,,1
19,18,2,12,287.1125,125.5062,287.1125,125.5062,,,145.3456,41.25352,,,145.3456,41.25352,,,1
19,18,3,0,865.5659,266.5867,546.6478,312.3012,1722.027,511.7855,222.294,53.45327,-105.5474,106.9065,169.5203,65.19932,275.0677,84.72343,0
19,18,4,15,289.7043,244.4503,289.7043,244.4503,,,121.3756,53.08281,,,121.3756,53.08281,,,1
19,18,5,19,480.6756,232.5938,,,480.6756,232.5938,152.3275,56.86743,,,,,152.3275,56.86743,2
19,18,6,7,368.9217,196.0847,404.122,226.8847,265.0316,389.7794,122.8461,38.39685,22.98583,76.79371,134.339,54.34779,111.3532,54.25488,0
19,18,7,14,162.3341,155.0448,217.3213,352.3954,149.1348,172.6537,103.7977,34.15972,6.606636,68.31944,107.101,52.03218,100.4944,44.27414,0
19,19,0,14,34.35012,56.63518,34.35012,56.63518,34.35012,56.63518,52.75924,22.17899,-0,0,52.75924,31.36582,52.75924,31.36582,0
19,19,1,16,2802.818,934.7659,2802.818,934.7659,2802.818,934.7659,293.9485,99.06596,0,0,293.9485,140.1004,293.9485,140.1004,0
19,19,2,15,166.7708,102.3476,166.7708,102.3476,166.7708,102.3476,99.86235,32.85488,0,0,99.86235,46.46381,99.86235,46.46381,0
19,19,3,5,158.5827,115.342,158.5827,115.342,158.5827,115.342,90.98735,33.96373,0,0,90.98735,48.03197,90.98735,48.03197,0
19,19,4,18,144.8054,147.621,144.8054,147.621,144.8054,147.621,85.42654,35.85462,0,0,85.42654,50.70609,85.42654,50.70609,0
19,19,5,3,773.7549,636.3664,773.7549,636.3664,773.7549,636.3664,118.507,58.19041,0,0,118.507,82.29367,118.507,82.29367,0
19,19,6,11,293.1955,174.8204,293.1955,174.8204,293.1955,174.8204,119.2254,42.4515,0,0,119.2254,60.03548,119.2254,60.03548,0
19,19,7,16,248.2748,264.6463,248.2748,264.6463,248.2748,264.6463,100.9614,44.97696,0,0,100.9614,63.60703,100.9614,63.60703,0
20,0,0,12,1634.968,996.7114,1634.968,996.7114,1634.968,996.7114,304.8993,102.3466,-0,0,304.8993,144.74,304.8993,144.74,0
20,0,1,14,57.91105,63.07087,57.91105,63.07087,57.91105,63.07087,63.15303,24.6481,0,0,63.15303,34.85767,63.15303,34.85767,0
20,0,2,15,274.3239,90.0008,274.3239,90.0008,274.3239,90.0008,154.8604,23.40446,0,0,154.8604,33.09891,154.8604,33.09891,0
20,0,3,4,179.7449,67.96214,179.7449,67.96214,179.7449,67.96214,121.59,22.92342,0,0,121.59,32.41862,121.59,32.41862,0
20,0,4,16,12.86179,75.55471,12.86179,75.55471,12.86179,75.55471,52.41285,23.66312,0,0,52.41285,33.46471,52.41285,33.46471,0
20,0,5,5,76.32654,48.83796,76.32654,48.83796,76.32654,48.83796,71.53783,22.73122,0,0,71.53783,32.14679,71.53783,32.14679,0
20,0,6,17,206.3653,170.0431,206.3653,170.0431,206.3653,170.0431,108.8871,41.07312,0,0,108.8871,58.08617,108.8871,58.08617,0
20,0,7,3,883.861,235.452,883.861,235.452,883.861,235.452,275.0203,32.74817,0,0,275.0203,46.31291,275.0203,46.31291,0
20,0,8,13,104.016,193.8772,104.016,193.8772,104.016,193.8772,85.56474,38.28393,-0,0,85.56474,54.14165,85.56474,54.14165,0
20,0,9,5,-13.66369,98.36434,-13.66369,98.36434,-13.66369,98.36434,52.03767,24.68009,0,0,52.03767,34.90292,52.03767,34.90292,0
20,0,10,12,,,,,,,,,,,,,,,
20,0,11,15,,,,,,,,,,,,,,,
20,1,0,13,23.75014,105.1359,23.75014,105.1359,23.75014,105.1359,62.71148,28.12191,0,0,62.71148,39.77039,62.71148,39.77039,0
20,1,1,17,25.49001,38.48015,25.49001,38.48015,,,59.91029,22.92983,,,59.91029,22.92983,,,1
20,1,2,11,1167.955,290.2577,1003.04,409.6168,1334.277,411.3614,308.3895,48.18653,-52.38596,96.37305,282.1965,72.26189,334.5825,63.76508,0
20,1,3,6,216.9123,83.66165,310.3412,165.1221,184.6448,97.03921,144.681,30.0018,33.145,60.00359,161.2535,47.81839,128.1085,36.24683,0
20,1,4,7,184.5331,69.95309,248.5341,85.3098,53.18157,122.2145,125.277,24.62309,54.50423,49.24619,152.5291,29.01124,98.02486,39.79366,0
20,1,5,19,441.1335,157.7086,583.8793,219.2665,288.1384,227.0018,186.9532,38.04461,63.29543,76.08921,218.6009,51.03095,155.3055,56.43945,0
20,1,6,12,60.74087,40.49609,65.71864,42.54121,12.67131,132.1988,84.09749,23.06443,-10.93202,46.12887,78.63148,24.46879,89.5635,39.10435,0
20,1,7,0,364.241,115.2428,200.6248,169.4116,505.1654,157.2256,167.8466,31.2916,-76.53928,62.58321,129.577,48.50136,206.1163,39.55093,0
20,1,8,12,138.2498,70.09473,215.6963,84.93855,-27.09947,124.1095,106.7228,23.95469,56.56949,47.90939,135.0075,31.92032,78.43805,35.72677,0
20,1,9,17,18.19864,85.65526,137.7478,174.3306,-19.84673,98.34479,92.12424,28.46271,41.41379,56.92542,112.8311,46.88575,71.41735,32.28358,0
20,1,10,17,,,,,,,,,,,,,,,
20,1,11,3,,,,,,,,,,,,,,,
20,2,0,10,254.7066,132.994,254.7066,132.994,254.7066,132.994,133.6597,36.95929,-0,0,133.6597,52.26832,133.6597,52.26832,0
20,2,1,7,444.9287,89.17567,231.8909,137.3926,600.0069,117.2223,193.5497,24.99863,-96.84561,49.99726,145.1269,43.73795,241.9725,24.22224,0
20,2,2,19,191.7568,57.90744,185.8601,62.1129,230.9315,160.0964,139.2328,26.76938,-13.06792,53.53876,132.6988,24.30966,145.7667,47.70156,0
20,2,3,11,209.2053,87.00105,268.2019,324.9547,204.6498,90.29753,146.1059,36.35835,22.07884,72.71669,157.1453,64.52049,135.0664,33.53839,0
20,2,4,9,159.4833,49.45999,119.9702,76.25005,188.1848,64.98639,119.7866,20.67218,-26.73425,41.34436,106.4195,32.68702,133.1537,25.31629,0
20,2,5,8,742.8693,189.4685,587.3336,303.4211,842.2793,242.5749,239.286,39.65033,-64.26125,79.30065,207.1554,65.51093,271.4166,44.68682,0
20,2,6,6,55.8004,44.57768,48.24875,95.63439,57.89663,50.38629,81.38052,22.06643,9.6549,44.13285,86.20797,35.13254,76.55307,26.70979,0
20,2,7,6,270.8354,124.5675,173.7054,198.3981,334.0432,160.0465,144.5218,34.62576,-34.9396,69.25153,127.052,51.05983,161.9916,46.78319,0
20,2,8,3,13.93808,53.08071,-19.76137,62.38184,102.3518,101.0431,77.61916,22.65904,-40.8494,45.31808,57.19445,25.79063,98.04385,37.26355,0
20,2,9,0,,,,,,,,,,,,,,,
20,2,10,12,,,,,,,,,,,,,,,
20,2,11,8,,,,,,,,,,,,,,,
20,3,0,3,33.73521,75.39877,33.73521,75.39877,33.73521,75.39877,57.65129,24.90498,-0,0,57.65129,35.22096,57.65129,35.22096,0
20,3,1,15,797.2837,203.6556,676.5449,229.1284,1251.531,444.428,281.0725,43.29401,-71.92548,86.58802,245.1098,48.46437,317.0352,71.75437,0
20,3,2,16,830.6317,175.2485,1223.856,287.9064,599.179,220.8828,282.1255,32.82816,107.3734,65.65633,335.8122,42.86718,228.4388,49.73085,0
20,3,3,9,462.3127,159.8574,385.2605,229.4549,534.9833,222.8353,191.3186,39.07599,-32.9229,78.15199,174.8572,57.10717,207.7801,53.35264,0
20,3,4,5,72.33531,32.86096,77.64037,47.17096,67.33327,45.80402,83.38438,18.03504,5.079178,36.07008,85.92397,25.57416,80.84479,25.43645,0
20,3,5,13,143.0582,45.31955,199.2209,71.58389,105.4895,58.54691,116.9633,19.67275,36.85712,39.34549,135.3919,27.39321,98.53474,28.24323,0
20,3,6,11,310.3179,125.1575,,,310.3179,125.1575,162.0665,39.02271,,,,,162.0665,39.02271,2
20,3,7,8,87.75204,62.11487,81.92345,88.99667,93.28809,86.73438,94.5579,24.74194,-2.904892,49.48388,93.10545,35.09307,96.01035,34.88741,0
20,3,8,14,174.7007,121.7052,120.2087,361.9677,181.6463,129.229,123.6332,36.4219,6.623543,72.8438,126.9449,59.01905,120.3214,42.69628,0
20,3,9,18,215.3976,189.0032,,,215.3976,189.0032,120.8543,49.3437,,,,,120.8543,49.3437,2
20,3,10,11,,,,,,,,,,,,,,,
20,3,11,1,,,,,,,,,,,,,,,
20,4,0,4,13.09337,88.92645,13.09337,88.92645,13.09337,88.92645,56.31393,25.54258,0,0,56.31393,36.12267,56.31393,36.12267,0
20,4,1,10,1405.141,426.9986,1583.43,554.6865,1145.811,668.9797,312.0248,63.35154,70.64291,126.7031,347.3463,81.21725,276.7033,97.24933,0
20,4,2,12,389.3747,77.72189,528.6355,127.4636,306.9517,98.06091,196.6982,20.70031,56.16515,41.40062,224.7808,28.35286,168.6156,30.1683,0
20,4,3,8,734.877,188.2947,763.0113,346.1999,723.0583,224.3857,246.7716,41.33046,-10.01602,82.66093,241.7636,68.4827,251.7796,46.292,0
20,4,4,10,387.2249,95.05435,592.1239,167.1628,289.3127,115.5548,196.762,25.68409,73.28615,51.36817,233.4051,35.80958,160.1189,36.82884,0
20,4,5,17,86.82197,41.37373,116.4699,90.26679,78.93688,46.55155,95.53694,21.9446,19.16997,43.88919,105.1219,35.81839,85.95196,25.36343,0
20,4,6,4,70.02949,49.61369,36.61829,60.33465,139.8001,87.18808,91.71612,22.58685,-39.36049,45.17371,72.03587,28.43318,111.3964,35.10297,0
20,4,7,8,575.8894,82.57133,1320.878,151.5691,261.4788,98.46554,253.0794,19.86282,204.4168,39.72564,355.2878,21.33046,150.871,33.51324,0
20,4,8,15,407.7106,143.9038,378.2132,391.7331,412.3121,154.7216,162.2663,39.4125,-30.34558,78.825,147.0935,65.53255,177.4391,43.80486,0
20,4,9,4,138.6416,100.6917,124.1539,115.8303,183.4539,203.7143,104.0466,31.08504,-11.72939,62.17009,98.18187,39.19235,109.9113,48.26054,0
20,4,10,11,533.6359,430.1667,533.6359,430.1667,,,125.4221,60.10744,,,125.4221,60.10744,,,1
20,4,11,10,,,,,,,,,,,,,,,
20,5,0,1,22.20777,47.67573,22.20777,47.67573,22.20777,47.67573,46.37356,19.924,0,0,46.37356,28.17678,46.37356,28.17678,0
20,5,1,0,142.3956,59.68508,143.1183,63.85872,137.4029,167.8487,119.8048,27.69984,-9.374222,55.39967,115.1177,27.97195,124.4919,47.81939,0
20,5,2,0,1388.075,269.8741,1591.874,377.7184,1175.543,385.7269,329.6154,42.33063,70.15637,84.66125,364.6936,51.78571,294.5372,66.97588,0
20,5,3,18,492.5604,112.592,357.5381,160.9983,621.8068,157.5171,210.8995,27.75509,-65.87804,55.51018,177.9605,45.1456,243.8386,32.29946,0
20,5,4,17,553.3765,135.4672,346.5042,280.5318,616.2861,154.6997,202.167,35.11121,-73.50395,70.22243,165.415,62.31415,238.919,32.37493,0
20,5,5,16,65.84515,57.48644,,,65.84515,57.48644,81.75247,28.52914,,,,,81.75247,28.52914,2
20,5,6,16,278.785,109.5831,244.152,114.9621,623.1096,362.4881,171.0367,40.66684,-54.1649,81.33369,143.9542,38.97498,198.1191,71.38712,0
20,5,7,10,233.931,70.43822,136.2975,95.33331,351.3105,104.5301,142.972,23.5514,-69.73503,47.10281,108.1044,36.80988,177.8395,29.3889,0
20,5,8,14,353.2329,157.1906,-89.60779,391.6631,438.2589,171.6188,145.0009,36.30014,-63.84806,72.60027,113.0769,54.91002,176.925,47.4941,0
20,5,9,9,107.3053,92.04695,103.319,96.18174,150.7019,317.3453,100.9803,31.76521,-17.27978,63.53043,92.34038,36.04397,109.6202,52.31585,0
20,5,10,8,202.3247,264.2066,202.3247,264.2066,,,106.9914,50.00475,,,106.9914,50.00475,,,1
20,5,11,9,,,,,,,,,,,,,,,
20,6,0,10,1339.935,448.4831,1339.935,448.4831,1339.935,448.4831,315.3824,58.31078,0,0,315.3824,82.46389,315.3824,82.46389,0
20,6,1,4,285.0525,100.4759,362.1505,174.2633,246.6585,122.9749,159.4659,31.62311,26.92039,63.24622,172.926,48.45983,146.0056,40.64148,0
20,6,2,10,345.7647,132.3781,104.2205,370.3645,381.1425,141.7413,166.8688,38.20197,-34.87674,76.40393,149.4304,65.34584,184.3071,39.59143,0
20,6,3,7,491.0823,142.7302,475.5245,175.7316,521.2393,244.6643,206.2567,36.10684,-2.882294,72.21368,204.8156,44.1594,207.6979,57.13811,0
20,6,4,10,291.3102,84.71186,171.5748,144.7438,353.688,104.4729,154.4197,26.71699,-56.59985,53.43398,126.1198,45.1431,182.7196,28.5883,0
20,6,5,10,49.3469,41.89512,17.46449,62.53992,75.3019,56.4277,76.11325,19.92077,-17.70625,39.84155,67.26012,28.02405,84.96638,28.31963,0
20,6,6,2,50.05278,56.81823,54.67793,95.76466,47.54016,70.58397,83.0314,23.45382,9.053917,46.90763,87.55836,35.35553,78.50445,30.82714,0
20,6,7,16,22.56226,67.72689,51.063,108.2133,4.209421,86.83692,77.92409,23.91928,14.63306,47.83856,85.24062,36.25128,70.60756,31.21494,0
20,6,8,11,155.5067,86.75139,198.0356,181.0791,142.8378,98.83144,112.8347,30.58158,12.50253,61.16316,119.086,48.40627,106.5835,37.3867,0
20,6,9,4,64.13,98.9866,64.13,98.9866,,,85.34691,35.389,,,85.34691,35.389,,,1
20,6,10,17,,,,,,,,,,,,,,,
20,7,0,17,192.1123,123.583,192.1123,123.583,192.1123,123.583,110.9915,36.12501,-0,0,110.9915,51.08848,110.9915,51.08848,0
20,7,1,19,1051.315,245.2126,1124.875,335.7576,967.2307,358.9709,291.1755,43.5263,30.90842,87.0526,306.6297,56.88271,275.7213,65.89774,0
20,7,2,1,873.0574,195.1275,880.2227,228.5783,853.8085,374.6432,273.5088,40.41247,26.66956,80.82494,286.8436,39.84372,260.174,70.32175,0
20,7,3,7,422.0139,138.4369,300.6262,164.2785,719.402,257.1314,198.913,36.37878,-81.67712,72.75757,158.0745,47.86377,239.7516,54.79712,0
20,7,4,18,497.1933,136.7148,497.1933,136.7148,,,215.2006,31.76451,,,215.2006,31.76451,,,1
20,7,5,9,580.8824,100.3777,611.5482,115.3916,485.5056,203.5023,216.9587,28.47231,47.57626,56.94462,240.7468,23.96535,193.1706,51.6561,0
20,7,6,11,64.66096,43.88478,46.20212,44.95718,437.7903,202.128,124.3587,29.27646,-108.8986,58.55292,69.90947,25.14534,178.808,52.8787,0
20,7,7,14,953.2081,299.8519,1036.52,340.4806,665.2802,632.9657,187.5575,49.15563,84.91971,98.31126,230.0173,68.75874,145.0976,70.2662,0
20,7,8,15,166.0898,100.5936,179.3792,125.5551,142.2678,168.1017,112.9982,31.09043,6.475105,62.18085,116.2357,42.00065,109.7606,45.85197,0
20,7,9,15,180.576,109.2374,180.576,109.2374,,,114.0293,39.37158,,,114.0293,39.37158,,,1
20,7,10,5,151.3543,163.1903,,,151.3543,163.1903,106.1909,44.80881,,,,,106.1909,44.80881,2
20,8,0,1,789.85,380.5334,789.85,380.5334,789.85,380.5334,228.0797,62.38694,0,0,228.0797,88.22846,228.0797,88.22846,0
20,8,1,18,95.85241,55.34407,108.7723,67.04334,68.21442,98.05712,98.07423,23.80141,6.797188,47.60282,101.4728,30.54732,94.67564,36.50876,0
20,8,2,14,406.5685,187.4149,406.5685,187.4149,,,183.9431,49.74627,,,183.9431,49.74627,,,1
20,8,3,1,686.0544,166.3579,785.679,208.5304,511.6643,275.8972,230.6368,36.91079,70.28543,73.82158,265.7795,39.22997,195.494,62.53506,0
20,8,4,12,404.2655,93.18181,570.3831,136.4711,259.1794,127.5398,189.2413,25.46926,82.52371,50.93852,230.5031,29.60287,147.9794,41.45362,0
20,8,5,2,468.7355,134.1411,630.7599,168.534,188.67,221.5781,185.8036,32.23316,104.2181,64.46632,237.9126,35.41931,133.6945,53.86445,0
20,8,6,6,312.1212,131.9804,,,312.1212,131.9804,160.9365,40.904,,,,,160.9365,40.904,2
20,8,7,4,2986.111,1355.943,,,2986.111,1355.943,183.7038,91.56567,,,,,183.7038,91.56567,2
